name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,Free Parking,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi.1,Laundry,Pet Friendly,Outdoor Pool,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Terrace,Swimming Pool,24-Hour Front Desk,Dist,Label
Ginosi Downtown Apartel,90017.0,79.0,7.7,8.1,8.0,7.9,7.1,7.3,9.0,7.9,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1.1,0
Living the Dream in Hollywood,90028.0,11.0,8.2,7.1,8.6,8.2,8.0,8.2,7.5,9.3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,0
Shelter Hotel Los Angeles,90020.0,100.0,8.1,8.3,8.2,7.6,8.4,7.7,8.3,8.3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3.1,0
Brentwood Family home,90049.0,5.0,8.1,7.5,8.5,7.5,8.0,8.0,9.0,3.0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,13.7,1
Los Angeles RoomRentals near USC,90007.0,153.0,7.8,8.5,7.8,8.0,7.2,8.0,8.1,7.2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3.1,0
Best Western Hollywood Plaza Inn,90068.0,999.0,8.0,8.3,7.7,7.5,8.3,7.2,8.8,8.7,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,6.2,0
Hollywood Shine B&B,90028.0,85.0,8.4,8.8,8.0,7.7,8.6,8.5,9.2,9.2,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,6.2,2
Bungalows at Marina del Rey/ Venice Beach,90066.0,109.0,8.8,8.9,8.7,8.8,9.3,8.2,8.5,8.6,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,11.8,2
Melrose Apartment # 18,90069.0,9.0,8.3,8.6,8.6,8.3,8.1,7.8,5.0,8.6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,0
Comfort Inn Los Angeles near Hollywood,90026.0,391.0,8.0,8.6,8.3,7.9,8.0,7.7,8.5,7.9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.5,0
Downtown Los Angeles 5bed Splendid,90017.0,9.0,7.9,8.9,8.3,8.3,7.0,7.2,7.8,5.0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,1
Wilshire Getaway Apartment,90017.0,32.0,8.0,8.1,8.0,8.2,8.2,7.1,5.8,8.3,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Urban Hollywood Glamour Suite,90028.0,42.0,8.3,8.1,8.3,8.2,8.3,8.0,9.5,9.1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5.6,2
Comfort Inn & Suites Near Universal - North Hollywood – Burbank,91606.0,201.0,8.3,8.9,8.6,8.4,8.8,7.7,8.6,7.7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11.8,2
West Hollywood Guesthouse,90046.0,25.0,8.6,8.6,8.3,8.2,8.9,8.5,8.8,9.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.8,2
LA LAX Teresa B&B,90045.0,131.0,9.0,9.5,8.9,8.7,9.2,8.5,9.0,9.2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,10.6,2
Unique house next tothe beach-Venice Beach-MDR,90292.0,8.0,8.6,8.8,8.8,8.8,8.5,7.5,9.4,4.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,13.0,1
Downtown Mansion Hostel,90006.0,31.0,8.8,8.5,8.8,8.6,9.3,8.8,10.0,8.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2.5,2
Royal Pagoda Motel,90012.0,1100.0,7.6,7.7,7.4,7.2,8.0,7.3,7.8,7.9,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1.1,0
Bel Air Villa,90077.0,34.0,8.2,8.7,8.2,7.6,8.6,7.4,9.2,8.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11.8,2
Pelham Apartment 8,90025.0,21.0,7.8,8.1,8.2,7.8,7.2,7.0,7.5,8.3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,10.6,0
Palihotel Melrose,90046.0,226.0,8.2,8.7,8.1,7.7,8.6,7.3,9.0,8.9,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,6.8,0
