name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Outdoor Pool,Pet Friendly,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Rosen Inn Closest to Universal,32819,"1,851",8.5,8.3,8.2,8.1,8.4,8.5,7.6,9.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
Great Harbour Home by Florida Dream Homes,34746,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Windsor Wonderland Home,34747,12,9.2,9.2,9.4,9.4,8.8,9.2,9.4,11,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Seaescape,32819,17,9.4,9.6,9.7,9.6,8.3,9.6,10,9.4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Three-Bedroom Reneshaw Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Lake View Penthouse Loft - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Encore Club at Reunion - Ten Bedroom Villa - EC021,34747,0,0,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Sunny Haven,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Archfeld Home Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(19.9 miles from center)
Shoreway Loop l 2004-Two Bedroom Apartment,32819,6,9.2,9.2,9.6,9.2,8.8,9.2,9.2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
"417 Simple, Yet Elegant",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
"739 Great Place, Comfortable Convenience",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
6 BR/6 BA Disney Themed Rooms,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
Mesmerzing Villa Sage in Orlando,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,(21.1 miles from center)
Shoreway Three-Bedroom Apartment 224,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Residence Inn by Marriott Near Universal Orlando,32819,29,9.5,9.8,9.7,9.5,9.5,9.2,2.5,9.4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5.6 miles from center)
White Crane Home by Florida Dream Homes,34746,13,9.1,8.5,9.4,9.4,9.4,9.1,9.1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
"Villa Luja, on Indian Creek, Kissimee.",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.9 miles from center)
Flagstone villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Vista Luxury Retreat,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Six Bedrooms with Private Pool and Spa (1751),34747,10,8.0,8.9,8.3,8,7,7.2,5,8.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Archfeld Blvd 2582,34741,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
Comrow House #57016 Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Eight Bedrooms with Private Pool and Spa (1749),34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Orlando International Resort Club,32819,287,9.0,9.1,9.1,8.9,9,8.9,7.7,9.1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(6.2 miles from center)
Olive - Vista,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Regal Oaks Resort 2720,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(16.2 miles from center)
Six-Bedroom Tosteth Villa #7767,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Three Bedroom Townhouse 75BW25,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
5075 Viz Cay,73073,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Renshaw 2562 Townhouse Townhouse,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Windsor Magic,34741,5,8.9,9,9.5,9,8,8.5,9.5,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
710 Perfect Location,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
"Almaton Loop Unit 2809, 304",34741,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
"New House, Near Disney",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Fremont II 7639W Ten-Bedroom House,34759,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
"611 Orlando Destination, Experience Like No Other",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Fremont II 7662W Ten-Bedroom House,34804,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Three BedroomTownhouse 75BW05,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Contessa Dr,32829,12,9.8,9.6,9.8,9.8,9.8,10,10,9.6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Breakview Dr | 3002-Deluxe Two Bedroom Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Hollywood Dreams,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Shoreway Three-Bedroom Apartment 225,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Regal Oaks Three Bedroom Villa,34746,6,9.3,10,8.3,8.8,9.6,9.2,10,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(16.2 miles from center)
416 Grand Value Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Maneshaw Lane 2545,34741,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Fremont II 311L Ten-Bedroom House,34805,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,(20.5 miles from center)
Windsor Hills Resort Condos by IPG,34747,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Windsor Escape,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Shoreway Apartment 5036-203,32819,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Alice's Wonderland,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
Encore Fantasy Eight-Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
Hampton Inn & Suites Orlando Airport at Gateway Village,32812,478,8.9,9.1,9,8.9,9.1,8.3,8.6,9.1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
622 Gorgeous Water View,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Cayview Avenue Condo #3095 Condo,32819,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,(8.1 miles from center)
Fremont II 7643W Ten-Bedroom House,34753,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Windsor Hills Home Private Pool,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Three Bedroom Vacation Townhouse Oakwater Resort 75ph26,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
101 Dalmatian's Den,34747,5,9.4,9.5,9.5,9.5,9.5,9,9.5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.9 miles from center)
Oakwater Resort Two Bedroom 75142,34747,0,0,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
Vista Three Bedroom Apartment C3R,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(8.1 miles from center)
Indian Ridge - 4408 Holiday Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Ashcroft 151L Six-Bedroom House,34756,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Fremont II 7664W Ten-Bedroom House,34768,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropical Palms Premium Loft Cottage 34,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Vista Cay Getaway - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Angel's Coastal Escape - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Autumn Creek Villa 2678,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
Fremont II 191L Ten-Bedroom House,34819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
8086 Roaring Creek CT Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(19.9 miles from center)
Indian Ridge - 4407 Holiday Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Cayview Apartment 4840,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
SeaWorld - Disney Apartments by NUOVO,32821,23,8.6,9,8.1,8.6,8.2,8.3,8.8,9.1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(9.9 miles from center)
Four-Bedroom Indian Captiva Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Five-Bedroom Villa 7783,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
DoubleTree by Hilton Orlando East - UCF Area,32817,355,8.9,9.1,9,8.9,9.2,8.4,8.9,8.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,(11.2 miles from center)
Fremont II 301L Ten-Bedroom House,34774,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Shoreway Loop l 2003-Three Bedroom Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
The Windsor Wonderland 6 BR Villa,34747,7,7.9,7.9,7.9,7.9,7.5,7.9,8.2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Disney Dreams Vacation,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Serenity Place,73073,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,(8.1 miles from center)
Indian Ridge Oaks Silver - 406 Pool Home,34741,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropical Palms Standard Two-Bedroom Cottage 8,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
7675 Comrow Street - Three Bedroom Condominium,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(19.3 miles from center)
Windsor Hills Orlando Villa,34741,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
EncoreResort 4045,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Paradise Palms 4 Bedroom-3216,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Windsor Hills Townhomes by IPG,34747,10,7.8,7.3,7.3,7,8.3,7.5,10,9.3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Indian Ridge Oaks Silver - 405 Pool Home,34741,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Veros Gem,73073,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,(8.1 miles from center)
The Encore Club at Reunion - Five Bedroom Home - EC093,34747,0,0,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Sunny Days - Two Bedroom Condominium,32816,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Vista Cay Holiday - Three Bedroom Townhome,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Fantastic Family Room,32821,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(11.2 miles from center)
Splendid 6Bds Villa 10 min to Disney,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Orlando Escape - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Mandrake 210P Five-Bedroom House,34773,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
FunQuest Condos at Windsor Hills Kissimmee,34747,36,7.3,7.2,7.6,7.2,6.3,7.5,9.7,8.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Tropical Palms Premium Two-Bedroom Cottage 53,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Disney dreamland,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Indian Creek 4SG80733,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(19.9 miles from center)
Peaceful Cay at Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,(8.1 miles from center)
Fairfield 210M Five-Bedroom House,34807,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
3 bedrooms Lake view luxury apartment,32821,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(13 miles from center)
"Comrow Unit 7660, 203",34741,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Regal Oaks Getaway Stay Orlando,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Lake Star Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Oak Island Retreat Home,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,(19.3 miles from center)
Three Bedroom Townhouse in Oakwater Resort 27OW77,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Palace in Paradise,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
Fremont I 7607M Eight-Bedroom House,34810,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 64,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Lakeside Retreat - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
EncoreResort 1135,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Harbor Luxury at Vista Cay - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Acadia Estates Platinum - 350 Pool Home,34741,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Lakeside Villas #102 - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(8.1 miles from center)
Lakeview Treasure,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Two-Bedroom Loft Cottage 60,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Luxury Getaway at Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Lakeside Retreat,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.9 miles from center)
4114 Breakview Drive #102 - Two Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Tropical Palms Premium Loft Cottage 28,34746,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Treasure Palace Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
